0
70.4
70.6
70.9
70.5
70.6
70.6
70.1
70.3
70
70.4
70.5
70.2
70
69.9
70.2
70.7
71.5
70.8
71.8
70.6
70.6
70.2
70.1
70.1
71.1
70.6
70.3
70.7
70.7
70.2
69.7
70.7
71.0
72.0
71.1
71.2
70.5
71.7
71.9
71.8
71.7
71.9
71.6
71.5
71.4
71.4
71.4
70.9
70.3
70.8
70.9
71.0
71.8
70.7
70.9
71.6
71.5
71.0
71.5
71.9
71.6
71.6
71.7
71.5
71.9
72.6
72.7
72.9
72.4
71.9
72.4
72.3
72.4
72.3
72.7
72.6
71.8
71.2
71.6
71.9
71.0
71.8
71.4
71.2
71.2
71.4
70.7
70.7
71.7
70.9
70.6
70.6
70.9
70.6
70.1
70.2
70.2
71.0
71.2
70.7
70.7
70.7
71.4
71.1
71.1
71.8
71.4
71.0
70.6
70.6
70.8
70.3
70.9
70.8
70.2
70.6
70.6
70.9
71.9
71.1
70.6
71.5
71.5
71.5
71.5
71.4
71.4
70.6
70.6
71.1
70.6
71.2
70.8
70.8
70.0
70.8
70.3
69.8
69.8
69.8
70.4
70.3
70.2
70.1
70.0
70.1
70.1
69.8
69.8
69.8
69.8
69.8
69.8
70.0
70.4
70.4
70.4
70.4
70.4
70.4
70.1
70.4
70.4
70.4
70.4
70.4
70.4
70.4
70.5
71.3
71.5
72.4
72.4
72.3
72.1
71.9
72.4
73.7
73.9
72.8
71.9
72.6
73.1
